art,t,bpm,s
Paul K. Joyce,Can We Fix It?,134,21662
Moming Qimiao,Qi Miao Niang,160,24578
"Chitanda Eru (CV: Satou Satomi), Ibara Mayaka (CV: Kayano Ai)",Kimi ni Matsuwaru Mystery (TV Size),170,1363348
Megpoid GUMI,Juu Mensou,144,26011
Mischievous*Straight,To the Shining MiLie,160,1732966
TERRA,EDEN,200,1990771
Various Artists,X1-MA,130,967014
Nico Nico Douga,BARUSA of MIKOSU,180,4651
Kudou Chitose,Nilgiri,125,1030692
EmoCosine,Nekojarashi,185,1710593
Ocelot,TSUBAKI,199,364574
King Gnu,Ame Sansan,95,2137403
wowaka,Ura-Omote Lovers feat. Hatsune Miku,159,1872527
Triple-Q,How Low Can U Go,71.99,404982
IC3PEAK,Grezy,127,919926
Megpoid GUMI,Iede Shounen to Maigo Shoujo (Short Ver.),165,41757
Ayane,Fukisokusei Entropy,77,1463818
tomatomerde,Colorful.,145,708478
Ayane,Arrival of Tears,200,47370
Yousei Teikoku,still alive,180,1109705
IAHN,Feel It,155,757498
Yorushika,Deep Indigo,210,1069182
monet,Ame to Niji,105,1935765
Yuyoyuppe,ALONE,190,1394799
Kirsten Price,We Will Be Heroes,145,10654
Liz Triangle,Ryokugan no Kemono,182,661455
[AMATORY],Novyj geroj,174,487843
Eine Kleine,Dizzy,150,1275956
Yuuki (CV: Futaba Marika) & Yuki (CV: Hanamiya Suzune),smile again,173,1604013
mafumafu,I wanna be a girl,140,1067733
Yorushika,Matasaburo,200,1485265
SENTIVE,Don't Lose Luck (Short ver.),130,33919
Zhang Zhongjin,Lan Pi Shu Yu Da Lian Mao,159.77,64404
Puffy Ami Yumi,K2G,163.22,1846
Bespinben,Fugitives Last Stand,180,536903
Ryokuoushoku Shakai,Magic Hour,94,2061362
Ryo,World is Mine,165,6596
Uchida Maaya,Gimme! Revolution,180,227893
C-Show,Make Some Noise for Mr.C,110,1305940
Seidou Koukou Yakyuu-bu,BLUE WINDING ROAD (TV Size),194,1625298
Rin,Eientewi set 08 A ~ Maiden's Capriccio,138,647571
Satou Asuka,Going on (Short Ver.),176,1794172
Streetlight Manifesto,"A Better Place, a Better Time",165,685896
BRANDY,Cross Time,160,5838
EGOIST,RELOADED,173,928716
Captain Jack feat. The Gipsy Kings,Get Up,133,24081
Tokisawa Nao,BRYNHILDR IN THE DARKNESS -Ver. EJECTED-,217.92,164075
Megpoid GUMI,Checkmate,196,50835
ReoNa,Untitled world,186,1208734
P4koo,SHINY*STAR!! (feat. rerone),142,1287121
Okui Masami,FISSION,173,135182
Sasaki Sayaka,Yume to Iro de Dekiteiru (Short Ver.),167,2004205
Miyashita Ai (CV: Murakami Natsumi),Meccha Going!!,132,1247322
Annabel,Signal Graph (TV Size),167,666783
Hatsuki Yura,Yoiyami Hanabi,115,115011
Meg & Dia,Hug Me,141,27106
Iglooghost,Infinite Mint (feat. Cuushe),114,1018173
Sphere,Future Stream (TV Size),133,46426
UNDEAD CORPORATION,Blow,230,1019640
Hikaru Station,Bishounen (Kaivaan Version),150,663309
Yasuda Rei,Mirror,127,649225
solfa feat. Chata,Miracle infinity,180,2060717
3R2,Devillic Sphere,160,795801
Uesaka Sumire,Happy End Princess (TV Size),174,2079610
Chata,Present,163,1532511
2NE1,Go Away (DJ Hikari3 Remix),131.17,30703
Hatsuki Yura,Yuki no Hana (GoldenWolf -METAL MIX-),142,720424
eufonius,Hikari Kagayaku Sekai,135,53000
Yuyoyuppe,Gerbera,75,1077459
24 Bit Lolitas ft. Aihara Chihiro,Dear big sister~remix ver.~,128,49721
litmus* as Ester,Krave,192,1551054
suzumu feat. soraru,Zetsubousei: Hero Chiryouyaku,205,852354
Aya Kamiki,Revolver,153,21377
EeOneGuy,Pesnya zadrota,85,475263
sphere,Non stop road (TV Size),175,57139
onoken,BIOTONIC,175,919719
Savage Genias,Hikari no Yukue,146,4155
GD X TAEYANG,GOOD BOY,95,830987
Hanazawa Kana,Renai Circulation -irony MIX-,134,23107
Shimotsuki Haruka,Kibou no Sora (Short Ver.),169,2092751
Neon Genesis Evangelion,Cruel Angel's Thesis,128.9,1377
Hana,Fuwari Koi Moyou (Short Ver.),168,1568481
Sul Woondo,Twist of Love,161.12,56819
IU ft. Seulong,Nagging,112,23678
solfa feat. KOTOKO,Sakura Hitohira Koi Moyou,67,2199081
YonKaGor,Cherries and Wine,165,1758567
HOYO-MiX,Blossoms of Summer Night,145,1810985
supercell,Utakata Hanabi (TV Size),84,17573
Street,Sakura Fubuki,175,1202610
onoken feat.b,anqad,168,292735
Sheena Ringo,The Heavy Metallic Girl,143,1949577
Kaga (CV: Iguchi Yuka),Kaga Misaki (Jissou ver.),133,677352
Nakagawa Shouko,"Namida no Tane, Egao no Hana",125,20173
Ookami Mio,Howling,175,2128842
dj TAKA,V -conclusion-,150,11674
ChouCho,Ashita no Kimi sae Ireba Ii.,178,1870200
Sana,White Eve,125,706566
MYUKKE.,AKKERA-COUNTRY-BOY,150,1601364
#AVG,Dagestanskie Moskvichi,150,207297
Daisuke Ishiwatari,Home Sweet Grave,145,5492
Marto,Chto podelat'?,148.5,1865665
Ruru Ichinose,Hinarin's Relation of Misfortune,175,12344
Kero Kero Bonito,Flyway,144,969578
Perfume,Vitamin Drop,155,8009
Ado,unravel,135,2091753
Kiiara,Feels (Jai Wolf Remix),135,500758
Momo Belia Deviluke (CV: Toyosaki Aki),MORE & MORE,178,1752096
A.SAKA,Yosakura Fubuki,172,858337
Rank 1,Airwave (Natteke's edit),140,37716
HMNK feat. TechniKen,Greatest Memories (Full Version),137,1101757
An Cafe,Kakusei Heroism ~The Hero Without A Name~,156,6335
Feryquitous,Quon,189,990035
Hatsune Miku,Love Tamago,155,19958
tiger YAMATO,tiger yamato,150,146
KOTOKO,Re-sublimity (TV Size),135,827518
Hybrid Minds & Fred V,Drowning In You,174,1603851
Snail's House,Cocoa,165,1969730
Nomizu Iori,Ma.Ka.Se.Te Tonight (TV Size),181,26497
Polyphia,The Audacity (feat. Anomalie),160,1995091
Ayano Mashiro,Alive,182,1098516
KINEMA106,Luna,103,1153323
Imai Asami,Believe in Sky (TV Size),165,934806
Ray,lull ~Soshite Bokura wa~ [TV Size],133,150578
Ayaka Ohashi,Oshiete Blue Sky,128,373326
ReoNa,Lost,124,1565833
Renard,Love Song,90,74617
Duca,Kokoro no Tane (Short Ver.),119,104474
Trial & Error,Hitori ja... Issho nara! (TV Size),96,2208658
P-MODEL,Logic Airforce,105,2005815
Wolfgun,Big Bonus Land,179,148814
Kugimiya Rie,Pre-Parade -Postparade Mix-,160,16278
TK from Ling tosite sigure,Fu re te Fu re ru,190,880806
Yasuda Rei,Mirror (TV Size),127,715952
Ito Kanako,Tsuisou no Despair,142,1691178
Mumiy Troll,Medveditsa (feat. Linda Leen i Yana Kay) (Cut Ver.),130,2109196
UNDEAD CORPORATION,Sunny Miracle no Benigiri Ihen,110,1166609
Owl City ft. Breanne Duren,The Saltwater Room,112,23641
Emanuele Inglese,Dj English,127,5140
Koito Yuu (CV: Takada Yuuki) & Nanami Touko (CV: Kotobuki Minako),hectopascal (TV Size),130,1353753
At the Garret x Kekkan Orgel,Kanojo Kaku Katariki,114,1485927
LA2LY,The Ordeal,205,1192759
Yuiko Ohara,Hoshi o Tadoreba,131,584787
Hayami Saori,Yasashii Kibou,159,1799320
Dunlur,Stivert,105,1974678
Calum Scott,If Our Love Is Wrong,152,1492986
Marmalade butcher,Waltz for Chroma (feat. Natsushiro Takaaki),180,1911933
Megumi Hayashibara,Soul salvation (TV Size),145,1437321
cYsmix,Moonlight Sonata,128,489524
Rokugen Alice,Toga no Shidoke OP.ver,172,174968
Seven Lions & Echos,Cold Skin,144,791658
DJ Yoshitaka feat. Hoshino Kanako,D.A.N.C.E.!,116,1481700
Sangatsu no Phantasia,Seishun nante Iranaiwa,130,1064632
ReX,"Proposed, Flower, Wolf Part 2",160,12758
THYME,Forever We Can Make It!(TV Size),185,3284
Scognito,Spelunker,151,16382
Co shu Nie,who are you?,119.98,1159527
YooSanHyakurei,Last Train,171,1060639
onoken feat. Misaki,Mayoi Zuki,144,1087208
Billie Eilish,you should see me in a crown,75.23,979703
zavet,666,155,2148174
Yorushika,Matasaburo,200,1497370
Niira Etsuko,Genyou No Chou,111.03,11938
fhana,Hoshikuzu no Interlude,127,338635
Girls Dead Monster,Rain Song (Full ver),161,16313
Mrs. GREEN APPLE,Lilac (TV Size),150,2166177
Kano,Haru ni Ochite (TV Size),80,1786977
Komine Lisa,Resuscitated Hope (TV Version),130,233336
Nemo,The Code,160,2157200
ModlesS_Flash,Harumachi the Madness,180,2024933
Drake Bell,You're Not Thinking,172,116355
The Brave Little Abacus,"45 Minutes from ""Somewhere Out There""",188,1640108
kessoku band,Chiisana Umi,188,1918968
HOYO-MiX,Fantasy Note,140,1734712
Sound skt,History of the Moon,142,9095
Mitsukiyo,Constant Moderato,112,1398429
Flobots,Handlebars,142,44331
At the Garret x Kekkan Orgel,Replica,152,1757630
soraru,Yurayura,123,542755
"James Landino, Funk Fiction, Motoi",Dreaming,124,2079507
,You are an Idiot!,172.29,1628
Aqours,Jingle Bells ga Tomaranai,240,535998
IOSYS,Eirin's Clinic That People Queue Up For,132,5513
Manga Boys,Digimon Tamers,133.94,15221
MUZIK SERVANT feat. TAM,Chain of Scarlet Moon - ver.TAM -,175,16776
"Elu, SisterCleaire",Sunday Sunday Fruit Fool,124,1112138
Yoko Shimomura,Sora,132,10477
Michael Arellano,Christmas in Ponyville (Snowed-In Mix),110,131777
sweet ARMS,Blade of Hope (TV Size),188,1896971
Hatsune Miku,Yokkyuu Fuman,175,16916
Mizuki Nana,Synchrogazer,159,112135
SHK,Death Moon,160,9137
EastNewSound,"Yuune Zekka, Ryouran no Sai",165,40386
Kawamoto Makoto,1/2,123,222119
Lisa Komine,Resuscitated Hope (TV Size),130,25249
IAHN,Summer Vacation (Original Mix),130,1017566
DJ Genericname,Dango Dango Daikazoku (Drum and Bass Remix),178,1807003
Mashumairesh!!,Hiromenes (TV Size),187,2078121
wotoha x somunia x yoshina,"Kimi ni, Munekyun.",152,2245312
Silentroom vs. Frums,Aegleseeker,234,1458224
XL Project,Starmine,138,15964
Yu-Peng Chen @HOYO-MiX,Bard's Adventure,135,1507424
Erosion,Shinkai Shoujo-piano ver.-,99.8,652472
HOYO-MiX,Muji-Muji Chaos!,134,1685821
Kano,Haruzion,160,875533
Cafune,Demise,150,2085799
Akiyama Mizuki (CV: Satou Hinata),IDSMILE,171,1811835
Fractal Dreamers,Gardens Under A Spring Sky,195,985385
Kawada Mami,u/n,184,1142576
movies (moimoi x Xceon x Dai.),Too Late Snow,138,919226
Shindig,Zzz,124,802730
mimimemeMIMI,CANDY MAGIC (TV Size),160,2046328
Shimotsuki Haruka,Kibou no Sora,169,83095
michiyo,Oriental Memory of Forgathering Dream (hatsunetsu mix),120,16102
Flo Rida,Right Round,125,6478
Hurts,Illuminated,90,157801
Nowlu,Stuck on you (TV Size),106,1914396
SYNC.ART'S,Innocent doll,80,76934
Yin Lin / Yun Zhi Qi,Jin Li Chao,175,1827378
Linkin Park,Numb,110.04,8506
Creamy,"I Do, I Do, I Do",134,38172
Secret,TWINKLE TWINKLE (TV Size),99,53098
Lil Yachty,Coffin,138,1370104
BabyBus,Wo Hui Zi Ji Shang Ce Suo,108,745623
"Ayumi Sara, Matsuoka Yuuri, Aimai Moko",Hana Arashi,180,2172617
Zips,Reiwai Terrorism,280,165817
Mika,Good Gone Girl,118,11530
yukizakurasou,"Natsukage ~Ano Hikoukigumo wo Koeta, Sono Saki e~",76,95746
Shawn Wasabi,MARBLE TEA,79,1056394
Shannon feat. RIME,Solitary Industrial Revolution,220,2048022
Kitri,Hikare Inochi (TV Size),102,1815048
aran,Gate One,180,1461230
Gen Hoshino,Comedy (TV Size),88,1737561
RIRIKO,Sono Saki e (TV Size),128,727932
Etnic,Blestem,120,34529
Kawada Mami,Prophecy,119,247069
Hashimoto Yukari,Lost my pieces,86,97829
Soushi Sakiyama,Uso Janai,84.5,1572017
Kugimiya Rie,Dream On,127,101657
David Wise,Jib Jig,125,7831
T-ara & Supernova,Time to Love,120,11217
Akari,Alone Angel (Short Ver.),180,39490
kors k,SigSig,179,1615650
THE ORAL CIGARETTES,S-LOW (Cut Ver.),68,1288315
DJ Noriken,Stargazer feat. YUC'e (PSYQUI Remix),168,853867
Inspector Gadget,Theme Song,102.46,599
Taylor Swift,...Ready For It?,160,683816
Nirvana,Come As You Are,121.51,1919661
Harunaba feat. Aitsuki Nakuru,Cadeau de Dieu,170,1723318
Voicians,Prayer (Cut Ver.),152,1129229
Wiklund,Joy of Living,188,9197
Wisp X,Coffee,100,733211
Tu Tu Wan,Wo Yao Jin Ke La,147.1,1726857
Ninomae Ina'nis,MECONOPSIS,170,2184753
yanaginagi,Vidro Moyou (TV Size),131,45719
Hoshimachi Suisei,BIBBIDIBA,120,2158562
Osamu Kubota,Carezza,128,11268
jinsang,affection,84,560610
Nijigasaki High School Idol Club,Love U my friends,170,2065726
Eels,I Need Some Sleep,64,149667
Sonitus Vir,Leave It,105,50642
DAISUKE ASAKURA ex. TERRA,switch,152,14723
goreshit,xenobeat,237,1090113
Matsushita Nao,Ashita no Sora,89,47299
Nanahashi Minori (CV: Takahashi Rie),Yuki no Machi to Kuusou Time Machine (TV Size),80,2149214
Aimer,escalate,175,1923494
Yu-Peng Chen @HOYO-MiX,Qilin's Prance,154,1856394
Mindless Self Indulgence,1989,184,5322
Sasaki Sayaka,World End,150,132392
"Shumei Sasaki (CV: Shirai Yuusuke), Yoshikazu Miyano (CV: Soma Saito)",Ichigo Sunset (TV Size),220,1670892
07th Expansion,dreamenddischarger,140,17425
Hatsune Miku,Kischer Marsch-OWATA,120,8086
Origami Angel,Blanket Statement,170,2176607
ELEMENTAS (A-One),Yoru ga Oritekuru ~ Evening Star,182,2027939
Katate Size,Orange Smile (TV Size),123,41380
Dethklok,Fansong (Cut Ver.),103,810450
Rin,Moriya set 04 ReEdit ~ Unmei no Dark Side,128,1374578
Ayesha Erotica,ICONIC,150,1709594
FictionJunction,"Toki no Mukou, Maboroshi no Sora (TV Size)",156,14530
Scenarioart,Nana Hitsuji (TV Size),190,1783693
Don Toliver,No Idea,128,1168718
Triodust,Rabi Rabi Park,105,533194
Scissor Sisters,I Can't Decide,97,1738470
SiM,LET iT END (TV Size),214,1254425
Teminite,State Of Mind,150,813742
Pet na Kanojotachi,Kimi ga Yume o Tsuretekita,135,404735
Aoi Eir,Niji no Oto (TV size ver.),84,139280
KOTOKO,BLAZE,128,355132
Scatman John,Scatman,136.02,18
Rita,Hajimari no Toki,151,18422
Krfawy,Slut Off,118,185690
Kakichoco,KiLLER LADY,132,47568
Soushi Sakiyama,Gyakkou,225,1523018
Kajiura Yuki,Sis puella magica!,155.42,721320
Galileo Galilei,Climber (TV Ver.),156,383785
senya,Kachou Fuugetsu,123,887451
NGHTMRE & A$AP Ferg,REDLIGHT (VIP),130,1358547
dj MAX STEROID,Arabian Rave Night,180,425885
Dreamcatcher,MAISON,120,1755115
"Onishi Saori, Kuno Misaki, Kakuma Ai",Akumade Koiwazurai (TV Size),200,864207
la la larks,loop,144,1251472
Riko Sakurauchi (CV.Rikako Aida),Pianoforte Monologue,95,719315
Yurika,Stardust Dreams,134,23293
in love with a ghost,introduction,109,1745107
Asano Ruri x Inui Toko x Shirakami Fubuki x Higuchi Kaede x Houshou Marine,MOON PRIDE,172.6,1247813
Shakira,Ojos Asi,127,1915703
Trueno,TRANKY FUNKY,110,2045878
Sound Online feat. Misawa Aki,Nostalgia,162,1682383
Triomatic,Mahoro de Mambo (TV Size),105.92,14036
Taylor Swift,Speak Now,118.97,44033
96Neko x KurousaP,Kagen no Tsuki,92,84698
Ito Kashitaro,Kiritorisen,165,1086589
Mariya Ise,Nadeshiko Romance (TV size),116,14117
HOME MADE KAZOKU,Nagareboshi ~Shooting Star~ (TV Size),94,745049
Hellogoodbye,Touchdown Turnaround (Don't Give Up On Me),137,3947
Lillix,What I Like About You (Phillip Steir Remix) (TV Size),100,1704549
Haruka Tomatsu,Baby Baby Love (TV Size),134,23589
Junky x Hiiragi Yuka,Happy Halloween,120,327810
Sound piercer feat. DAZBEE,Hanatachi ni Kibou o (2020 Remaster),187,2108841
Study,Seishun Seminar (TV Size),133,1012167
Koji Kondo,Deku Palace,112.05,1936884
Yoko Shimomura,Welcome to Booster Tower,119.4,31934
Buono!,Minna Daisuki (TV Size),177,52504
Kawada Mami,Prophecy,119,136827
Down,Rihan Rider,175,1317135
Rie Kugimiya,Please Freeze,143,14727
VALLEYSTONE feat. Kanata.N,Natsuirozaka,155,950550
Tomohito Nishiura,The Ruined Castle,103,30577
Bitter Sweet Entertainment,Kanashimi no Mukougawa (Piano Version),148,435287
Aethral & Renko,Together,175,2155475
Savant,Virgin,128,400004
Wagakki Band,Kagerou Days,200,1207286
M2U,Dual Fractal,160,1563134
Nico Nico Douga,Misao of the Sprite Tribe,119.55,16754
Kiyommy+Seiya,Pink Rose,146,42141
Jun*Murayama,Additional Time (Cut Ver.),120,2155130
Mario&,Never Say Goodbye,100,728961
Mr.Kitty,Neverending Nights,120,296993
Tanaka Rie,Eternal (Short Ver.),129,13742
Alexander Rybak,Fairytale,108,7296
Justimusfilms,Heiluvat Kassit,130,45341
LAAVU,Solar Wave,160,2141127
JOYCA,Heart & Soul (feat. Boostee),128,901501
milktub,Uchouten Jinsei (TV Size),206,117723
M.Zakky,Tasogare ni Shitataru Chi wa Mitsu no Aji,84,329538
Mili,Vulnerability,166,1919394
gmtn. (witch's slave),Daraku no Sono,168,1470956
Suemitsu & The Suemith,Allegro Cantabile,167.97,1414
Cats,Baby Cat,110,27378
Vansire,Every Time Around,111,1280657
Ariana Grande,Greedy,110,1450122
The Marias,Only in My Dreams,72,695615
Komine Lisa,unity (TV Size),146,141138
Taylor Swift,You Belong With Me,130.02,46411
"Rema, Selena Gomez",Calm Down,107,2120375
NoB,Tensou Sentai Goseiger,184,154305
Itou Shizuka,Power of Flower,154,8986
City Girl,L2M (feat. Kelsey Kuan),86,1668789
The Doors,Riders on the Storm (Infected Mushroom Remix),125,236405
Anamanaguchi,Miku,128,1839623
Takeharu Ishimoto,Underground,100,2124754
Chata,Otomegami Try-Angle,120,63631
-45,Reishiki,120,1557323
Owl City,Butterfly Wings,120,93274
Nomi Yuuji,Nichijouppoi Christmas,150,1073902
Marina & The Diamonds,Hermit The Frog,122,21125
MOMOIRO CLOVER Z,Renacer Serenade (TV Size),137.22,2206776
BoA,Mamoritai -White Wishes- (Tales of Graces Version),108,14179
Reyanna Maria,So Pretty,94,1356812
Tomatsu Haruka,Monochrome,115,25664
Mika Arisaka,Yume o Sugite mo (TV Size),112,2053643
Serebro,Breath,170,27782
Vansire,Just the Right Song,100.75,1695998
Ruby Tuesday,Ready Now,135,14568
Tsukasa,One Way Love,180,761072
Zircon,Dirt Devil (OC ReMix),194,14205
HO-KAGO TEA TIME,Our MAGIC,154,19251
Aqua,Barbie Girl,130,6648
Blue Oyster Cult,Burnin' for You,134.5,2063036
Mars Argo,Using You,107,1895610
Shoji Meguro,Glimpse of a Memory,92,4723
MARiA,COLOR (TV Size),168,27348
Suara,Musouka,134,71875
LEO,The Wolf,83,410479
THE ORAL CIGARETTES,Tonari Au (TV Size),140,774119
Symholic,Maisery,250,1322631
tomppabeats,Goodmorningme,74,720051
acane_madder,Rolling Girl Fuurinkazan Hen,195,1646301
Utada Hikaru,Prisoner Of Love,97,1781
DECO*27 feat. marina,Dummy Dummy,160,42438
Leon Lour,Conscious (Cut Ver.),83,1715642
Lisa Ooki,Toki no Hourousha,80.26,321568
BUTAOTOME,Waizatsu Ideology,136,387136
MAMI,Kaze no Uta,200,620982
Basshunter,Jingle Bells,140,10871
Feint,Fall Away,174,630620
Shimotsuki Haruka,Kibou no Sora,169,636031
Nagase Mana (CV: Kanda Sayaka),Hoshi no Umi no Kioku,175,1644875
Origami Angel,The Title Track,190,1396156
hitorie,One Me Two Hearts,191,1084284
GhostFinal,Grenade,147,49507
BoxPlot,Tramontane,174,1016398
Kamikawa Eiji (CV: Ono Yuki) & Kokubo Touya (CV: Yashiro Taku),Siren Blue,185,1845770
Kyary Pamyu Pamyu,CANDY CANDY,130,47256
MyGO!!!!!,Silhouette Dance,166,2066973
la la larks,self,177,646002
Au5 feat. Trove,The Journey,120,1130730
Mizuki Nana x T.M.Revolution,Kakumei Dualism -Anime Version-,205,167834
fripSide,piece of azure,90,1953010
Sasaki Sayaka,Innocent Princess,178,1348210
Uehara Rena,Todokanai Koi,135,26024
TeddyLoid,ME!ME!ME! feat. daoko,125,293581
Hanatan,arc-en-ciel (TV Size),130,1929806
Mili,Paper Bouquet (TV Size),212,1775588
Loki,Troll of the Forsaken Cave,175,1052028
Duca & AiRI,Full Throttle Heart,174,2076187
culenasm,Kimi no Inai Sekai,130,1300676
KISIDA KYODAN & THE AKEBOSI ROCKETS,Blood on the EDGE (TV Size),224,979087
Yorushika,Hana ni Bourei,90,1177614
David Wise,Title Theme,161.85,593496
PinocchioP,Kusaregedou to Chocolate,260,79454
Aoishi Miyu from i.o.sound,Shinjite in my heart,184,2006554
Milky Holmes,Nazo! Nazo? Happiness!! (TV Size),170,43374
Fujikawa Chiai,Kimi no namae,81,1000897
N-Dubz ft. Mr Hudson,Playing With Fire,150,11042
IOSYS,Princess Party ~Seishun Kinshi Rei~,180.05,48189
*namirin,only my railgun,143,734352
Sakura Merry-Men,Aikotoba (TV Size),132,747683
Autobahn,Aki no Kaze,150,152365
ELISA,euphoric field (Japanese),150,2137636
DJ TOTTO VS TOTTO,vajra,173,287377
YURiKA,Nemureru Honnou (TV Size),114,1158834
Imagine Dragons,Believer,125,1112670
Morimori Atsushi,Funkotsu Saishin Casino,198,1153959
illumination STARS,We can go now!,170,1314009
Uchida Maaya,Strobe Memory (TV Size),142,1447589
Syrufit ft. Tsubaki Ichimatsu,your love,150,40461
supercell,Perfect Day,155.02,31876
Neuromonakh Feofan,Siyaniye,175,1108388
"Tomita Miyu, Sasahara Yuu, Lynn, Waki Azumi",+Kyuutie Ladies+ (TV Size),145,860683
Kamui Gakupo,Paranoid Doll,130,33973
livetune adding Yano Anna,All Over,140,165468
Guru Guru,Il Cerchio Della Magia,158.5,6018
EGOIST,All Alone With You (TV Edit),72,122241
Euchaeta,Yumemiru Yakusoku (Cut Ver.),136,1288446
Se-U-Ra,LOA2,202,929622
ZUN,Locked Girl ~ The Girl's Secret Room,152,34285
Kito Akari,Kimi no Tonari de (TV Size),198,1274614
Sakakibara Yui,Vigrid,186,1458783
Yellow Zebra,Hana no iro wa ~Flowering Light~,111,14340
KOAN Sound & Asa,Starlite,170,628657
DJ Genki feat. Aitsuki Nakuru,"1,2,3 no LOVE Sign",180,2135153
hapi,Golden Sun,180,26943
False&Trues,Princess Red,130,27491
MiddleIsland,Magnetic Shift,165,148535
bbno$ & Rebecca Black,yoga,118,1596017
Fukunaga Yoru,"Hitohira no, Daisuki o,",200,1605284
Akagami,Kanousekairon (Feat. Nayugorou),88,297856
fhana,Hajimari no Sayounara,90,1561508
Harada Hitomi,nachu*nachu,192,24997
Yumeno Yuki,sign,132,895149
KOTOKO,Oboetete ii yo,178,6376
Beniiro Litmus,Rin to Shite Saku Hana no Gotoku,163,639320
Epik High feat. Taru,1 Minute 1 Second,155,2056138
Kenshi Yonezu,KICK BACK (TV Size),204,1933015
IOSYS,Club Ibuki in Break All,175,8754
Sakakibara Yui,Rengoku,172,1775866
Masaaki Endoh,Fellows (TV Size),135,55979
Yasunori Nishiki,Aim for the Top,158,2040215
SID,Monochrome No Kiss (TV Size),150,16906
Toyosaki Aki,Apron Days,150,3373
