id,name,ppOld,ppNew,ppDiff,minuteUpdated
31414137,TylerEatsFood,7696.99,7070.92,-243,28824064
13389837,MINI-PUNK,7512.18,7070.86,337,28824066
32433592,sprkarl,7675.75,7070.68,-283,28824064
11931686,Dracanadel,7637.51,7070.51,71,28824065
18484917,RhythmBoii,7672.94,7070.10,-159,28824064
13210231,Der_Entsafter69,7704.2,7069.97,45,28824064
26845977,Fr4nqu1t0,7660.77,7069.70,-35,28824064
9135468,-extradoge-,7676.17,7069.65,-2,28824064
33957777,n a n a c h i,7460.17,7069.27,-440,28824067
11026242,GreenVeggie,7652.13,7067.72,-148,28824064
6862237,tangul,7615.65,7067.34,-2,28824065
34638546,[MFF] Shiro,7767.77,7066.64,-553,28824063
21074197,cookieboy123,7602.3,7066.43,398,28824065
20630600,selele,7626.07,7066.21,-6,28824065
23159837,YukiNyacinth,7654.57,7065.50,-87,28824064
34926205,Eynnz,7477.84,7064.79,244,28824067
16994789,marce_old_2,7638.3,7064.52,-312,28824065
20847403,Shikeyue_QAQ,7567.97,7064.06,269,28824066
32253829,TipicalWASDplay,7689,7063.73,-358,28824064
30804176,Kuratencia,7634.22,7063.73,264,28824065
31381942,kirilow play 1,7724.88,7063.62,-291,28824063
27516533,Zephyrica,7615.32,7063.24,120,28824065
30785561,lorryang1453,7618.91,7063.23,12,28824065
14026632,BrainV,7618.41,7063.11,59,28824065
32092596,qqnljr,7467.69,7062.94,482,28824067
